Collection ID	-3493428429
Type	 SpectraCollection
Description	 Synthetic dataset generated from prior used for prototype bayesian noise reduce and peak-finding with seed3493428429 on Sat Jan  7 23:00:34 2012
Processing log	
X	Y0	is_peak_0	Y1	is_peak_1	Y2	is_peak_2	Y3	is_peak_3	Y4	is_peak_4	Y5	is_peak_5	Y6	is_peak_6	Y7	is_peak_7	Y8	is_peak_8	Y9	is_peak_9	Y10	is_peak_10	Y11	is_peak_11	Y12	is_peak_12	Y13	is_peak_13	Y14	is_peak_14	Y15	is_peak_15	Y16	is_peak_16	Y17	is_peak_17	Y18	is_peak_18	Y19	is_peak_19
0.00433386	0.000682815	0	0.0178401	0	0.0170137	0	0.164082	0	0.0118565	0	0.0123409	0	0	0	0.0150606	0	0.00158469	0	0.0581659	0	0.0298992	0	0.0386238	0	0.0229204	0	0.0267222	0	0.00132356	0	0.0578369	0	0.0135253	0	0.00869041	0	0.0310271	0	0.00211358	0
0.00476724	0.000732906	0	0.0150808	0	0.00934149	0	0.161155	1	0.009452	0	0.0169761	0	0	0	0.0183333	0	0.00169585	0	0.0452206	0	0.0245826	0	0.0575754	1	0.0187718	0	0.0385509	0	0.00138508	0	0.0607016	0	0.0135378	0	0.00843861	0	0.030358	0	0.00297107	0
0.00520063	0.000789593	0	0.0124125	0	0.00483594	0	0.156748	0	0.00782652	0	0.0298819	0	0	0	0.018785	1	0.00182291	0	0.0385058	0	0.0195993	0	0.062383	0	0.0158192	0	0.0556032	0	0.0014515	0	0.0636031	0	0.0140794	0	0.0083707	1	0.037434	0	0.0045577	0
0.00563402	0.000854141	0	0.010076	0	0.00278231	0	0.150729	0	0.00677262	0	0.0547413	0	0	0	0.0161264	0	0.00196945	0	0.0369865	0	0.0154856	0	0.0680663	0	0.0139597	0	0.0779074	0	0.00152339	0	0.0622243	1	0.0151862	0	0.00833455	0	0.0495147	0	0.00742787	0
0.0060674	0.000928145	0	0.00818085	0	0.00184881	0	0.143371	0	0.00612306	0	0.088545	0	0	0	0.0119018	0	0.00214011	0	0.0368203	1	0.0125019	0	0.0800988	0	0.0130245	0	0.102738	0	0.00160146	0	0.0539889	0	0.0170705	0	0.00827656	0	0.0642353	0	0.0123557	0
0.00650079	0.00101363	0	0.00675825	0	0.0013502	0	0.135307	0	0.00575823	0	0.114838	1	0	0	0.0077773	0	0.0023411	0	0.0324743	0	0.010595	0	0.092652	1	0.0128529	0	0.122077	0	0.00168656	0	0.0414022	0	0.0201975	0	0.00822112	0	0.0786877	0	0.0202424	0
0.00693417	0.0011132	0	0.00580436	0	0.00104349	0	0.127118	0	0.00560237	0	0.112702	1	0	0	0.00465945	0	0.00258081	0	0.0250106	0	0.00952441	0	0.101857	0	0.0133234	0	0.124725	1	0.00177972	0	0.0290572	0	0.0253097	0	0.00822546	0	0.0892298	0	0.0318704	0
0.00736756	0.00123024	0	0.00531424	0	0.000840265	0	0.11768	1	0.00561521	0	0.085055	0	0	0	0.00271615	0	0.00287101	0	0.0185517	0	0.00901616	0	0.109783	0	0.0143601	0	0.108754	0	0.00188219	0	0.0198738	0	0.0332462	0	0.00835371	0	0.0926727	1	0.0475155	0
0.00780094	0.00136927	0	0.00530993	0	0.000699415	0	0.104431	0	0.00578411	0	0.0518832	0	0	0	0.00167949	0	0.00322991	0	0.0140846	0	0.00885588	0	0.12144	0	0.0159204	0	0.0843276	0	0.00199566	0	0.0143177	0	0.0443184	0	0.00867799	0	0.0893237	0	0.066522	0
0.00823433	0.00153634	0	0.00585983	0	0.000598463	0	0.089542	0	0.00611994	0	0.0270964	0	0	0	0.00118192	0	0.00369299	0	0.0111282	0	0.00891169	0	0.138723	0	0.0179704	0	0.0609364	0	0.00212279	0	0.0114237	0	0.0565485	0	0.00930458	0	0.0866839	0	0.0870292	0
0.00866772	0.00173978	0	0.00708445	0	0.000524188	0	0.0759768	0	0.00666101	0	0.0135889	0	0	0	0.000948401	0	0.00435485	0	0.00914017	0	0.00911749	0	0.156659	0	0.0204449	0	0.0424511	0	0.00226907	0	0.0100761	0	0.0632592	1	0.0104665	0	0.096699	0	0.106023	0
0.0091011	0.0019913	0	0.00914412	0	0.000468421	0	0.0642551	0	0.00749721	0	0.00776356	0	0	0	0.000829141	0	0.00550949	0	0.00775737	0	0.00944771	0	0.16381	1	0.0231916	0	0.0293476	0	0.00244881	0	0.00957891	0	0.0591299	0	0.0129682	0	0.101894	1	0.119819	0
0.00953449	0.00230774	0	0.0122061	0	0.000425911	0	0.054248	0	0.00884608	0	0.00549112	0	0	0	0.000758695	0	0.00801959	0	0.00676543	0	0.00989858	0	0.15163	1	0.0259076	0	0.020702	0	0.00270118	0	0.00962916	0	0.0495478	0	0.0194265	0	0.0756003	1	0.125098	1
0.00996787	0.00271412	0	0.0163922	0	0.000393165	0	0.0458495	0	0.0112318	0	0.00449866	0	0	0	0.000712095	0	0.0140065	0	0.00604406	0	0.0104784	0	0.124275	0	0.0281167	0	0.0152079	0	0.00312553	0	0.0101439	0	0.0412677	0	0.0345638	0	0.0444691	0	0.120412	0
0.0104013	0.00324881	0	0.0217147	0	0.000367799	0	0.0390392	0	0.0157771	0	0.00394857	0	0	0	0.000679843	0	0.0275369	0	0.00552785	0	0.0112042	0	0.0968347	0	0.0292735	0	0.0117055	0	0.00394074	0	0.0111607	0	0.0363506	0	0.0571384	1	0.0267089	0	0.107053	0
0.0108346	0.00397315	0	0.0280154	0	0.000348139	0	0.0339144	0	0.0244142	0	0.00359494	0	0	0	0.00065767	0	0.0541309	0	0.00518547	0	0.0121017	0	0.078884	0	0.029019	1	0.00937926	0	0.00554821	0	0.012829	0	0.0345766	0	0.0784095	1	0.019841	0	0.0882728	0
0.011268	0.00499004	0	0.0349287	0	0.000332994	0	0.0309785	0	0.0395164	0	0.0033624	0	0	0	0.000643153	0	0.0975998	0	0.00501277	0	0.0132084	0	0.0698688	0	0.0274063	0	0.00773895	0	0.00852991	0	0.0155088	0	0.0352115	0	0.0568325	0	0.0183569	0	0.0677689	0
0.0117014	0.00648272	0	0.0418893	0	0.000321499	0	0.032221	0	0.0624697	0	0.00321913	0	0	0	0.000634691	0	0.154647	0	0.00503846	0	0.0145802	0	0.0634713	1	0.024862	0	0.00651638	0	0.0134767	0	0.0203331	0	0.0376345	0	0.0306946	0	0.0193317	0	0.0486143	0
0.0121348	0.0088022	0	0.048196	0	0.000313022	0	0.043101	0	0.0912922	0	0.003148	0	0	0	0.000631164	0	0.211146	0	0.0053518	0	0.0163054	0	0.0554575	1	0.0219253	0	0.00556792	0	0.0205977	0	0.0318945	0	0.041519	0	0.0238491	0	0.0216212	0	0.0327448	0
0.0125682	0.0126862	0	0.0531269	0	0.0003071	0	0.0722564	0	0.117676	0	0.00313985	0	0	0	0.000631767	0	0.245003	1	0.00627925	0	0.0185284	0	0.049971	0	0.0190222	0	0.00481251	0	0.0292517	0	0.0641587	0	0.0468034	0	0.0267075	0	0.0245822	0	0.0208834	0
0.0130016	0.0198833	0	0.0560832	0	0.000303395	0	0.123183	0	0.126732	1	0.00319125	0	0	0	0.00063592	0	0.239692	0	0.0110561	0	0.0214765	0	0.0444445	1	0.0163984	0	0.00419996	0	0.037738	0	0.135978	0	0.0535996	0	0.0343675	0	0.0276678	0	0.0127993	0
0.013435	0.0352056	0	0.0567248	1	0.000301667	0	0.180682	0	0.111273	0	0.00330374	0	0	0	0.000643206	0	0.200672	0	0.0354562	0	0.0254566	0	0.0287077	0	0.0141568	0	0.0036964	0	0.043661	0	0.229729	0	0.0621166	0	0.0468218	0	0.0303678	0	0.00772825	0
0.0138683	0.0729726	0	0.0550569	0	0.000301758	0	0.210295	1	0.0828258	0	0.00348397	0	0	0	0.000653331	0	0.148229	0	0.0652402	1	0.0306857	0	0.016688	0	0.0123161	0	0.00327766	0	0.0449672	1	0.24112	1	0.0726052	0	0.0647358	0	0.0322654	0	0.00476792	0
0.0143017	0.150052	0	0.051442	0	0.000303577	0	0.207463	0	0.0550609	0	0.00374489	0	0	0	0.000666091	0	0.099523	1	0.0493121	0	0.036911	1	0.01132	0	0.0108541	0	0.00292591	0	0.0412898	0	0.153876	0	0.0853039	0	0.0882184	0	0.0331586	1	0.00313264	0
0.0147351	0.135252	1	0.0465317	0	0.0003071	0	0.194609	0	0.0342166	0	0.0041082	0	0	0	0.000681359	0	0.0624387	0	0.0721978	0	0.0444229	0	0.00890315	0	0.00973386	0	0.00262774	0	0.0342505	0	0.0784364	0	0.100363	0	0.116279	0	0.0331673	0	0.00225445	0
0.0151685	0.0645346	0	0.041144	0	0.00031237	0	0.162681	1	0.0210538	0	0.00460923	0	0	0	0.000699065	0	0.0380801	0	0.135154	0	0.0546956	0	0.00749888	0	0.00891646	0	0.00237292	0	0.0263051	0	0.0445142	0	0.117719	0	0.146606	0	0.0327221	0	0.00177671	0
0.0156019	0.03548	0	0.0361228	0	0.000319521	0	0.112603	0	0.0137016	0	0.0053077	0	0	0	0.000719191	0	0.0246034	0	0.138114	1	0.0687452	0	0.00654227	0	0.00836935	0	0.00215351	0	0.0195138	0	0.03587	0	0.136868	0	0.175784	0	0.0324446	0	0.00150003	0
0.0160353	0.0333042	0	0.0322171	0	0.000328852	0	0.0708864	0	0.00981387	0	0.00631602	0	0	0	0.00074176	0	0.0200888	0	0.0719753	0	0.0869288	0	0.00584408	0	0.00807191	0	0.00196332	0	0.0149462	0	0.0384166	0	0.15652	0	0.200019	0	0.033016	0	0.00132329	0
0.0164687	0.0790532	0	0.0300065	0	0.000341115	0	0.0510053	0	0.0076809	0	0.00787551	0	0	0	0.000766837	0	0.0235048	0	0.0244897	0	0.108627	0	0.00532199	0	0.00802243	0	0.00179742	0	0.0127233	0	0.0490052	0	0.174388	1	0.216362	1	0.035077	0	0.00119902	0
0.016902	0.159647	0	0.0298779	0	0.000358444	0	0.0479301	0	0.00637542	0	0.0105188	0	0	0	0.000794527	0	0.0335823	0	0.008973	0	0.131041	0	0.00493354	0	0.00824904	0	0.00165189	0	0.0124471	0	0.0688543	0	0.188459	0	0.224031	0	0.0391725	0	0.00110595	0
0.0173354	0.119898	1	0.0320403	0	0.000386978	0	0.051349	0	0.00548015	0	0.0152639	0	0	0	0.000824967	0	0.0467001	0	0.00529496	0	0.148067	0	0.00465492	0	0.00882777	0	0.00152356	0	0.0136544	0	0.0983526	0	0.201215	1	0.224436	0	0.0457865	0	0.00103456	0
0.0177688	0.0390688	0	0.0365493	0	0.00044275	0	0.0540969	0	0.00481978	0	0.0235395	0	0	0	0.000858339	0	0.0556398	0	0.00396659	0	0.152545	1	0.0044736	0	0.00991212	0	0.00140985	0	0.0160691	0	0.133856	0	0.21942	0	0.219339	0	0.0555912	0	0.000980358	0
0.0182022	0.0129539	0	0.043309	0	0.000561532	0	0.0527396	1	0.00431438	0	0.0362652	0	0	0	0.00089486	0	0.0531918	1	0.00319849	0	0.142727	0	0.00438583	0	0.0117904	0	0.00130865	0	0.0196447	0	0.167166	1	0.236507	0	0.209371	0	0.0699203	0	0.000941067	0
0.0186356	0.0088687	0	0.0520265	0	0.000808495	0	0.0470831	0	0.00392023	0	0.0505853	0	0	0	0.000934797	0	0.0413562	0	0.00268815	0	0.124377	0	0.00439634	0	0.0150368	0	0.00121821	0	0.0244938	0	0.190347	1	0.225528	1	0.196002	1	0.0906766	0	0.000915572	0
0.019069	0.00930207	0	0.0621146	0	0.00127462	0	0.0390276	0	0.00360946	0	0.0551937	1	0	0	0.000978461	0	0.0280546	0	0.00232848	0	0.104896	0	0.00452019	0	0.0208817	0	0.00113709	0	0.0307883	0	0.198963	0	0.183325	0	0.185695	0	0.118064	0	0.000903552	0
0.0195024	0.014621	0	0.072565	0	0.00204193	0	0.0306291	0	0.00336289	0	0.0449295	0	0	0	0.00102622	0	0.0185875	0	0.0020639	0	0.0887252	0	0.00478798	0	0.0317032	0	0.00106405	0	0.0386649	0	0.188755	1	0.138803	1	0.189464	0	0.146618	0	0.00090542	0
0.0199357	0.0265149	0	0.0818466	0	0.00311405	0	0.0232076	0	0.0031668	0	0.0315518	0	0	0	0.00107852	0	0.0145771	0	0.00186268	0	0.0774505	0	0.00526032	0	0.0506394	0	0.000998094	0	0.048138	0	0.160666	0	0.106021	0	0.216111	0	0.164301	1	0.000922435	0
0.0203691	0.0314966	1	0.0879728	0	0.00434511	0	0.017363	0	0.00301119	0	0.0222392	0	0	0	0.00113586	0	0.0156764	0	0.00170563	0	0.0712108	0	0.00606698	0	0.0787148	0	0.000938339	0	0.0590044	0	0.12545	0	0.0823799	0	0.264815	0	0.162443	1	0.000957	0
0.0208025	0.01891	0	0.0890727	1	0.00542598	0	0.0131743	0	0.00288867	0	0.0175026	0	0	0	0.00119884	0	0.0208962	0	0.00158061	0	0.0695826	0	0.00749479	0	0.109939	0	0.000884053	0	0.0707146	0	0.0932747	0	0.0647378	0	0.321061	0	0.147143	0	0.00101323	0
0.0212359	0.00895022	0	0.0845669	0	0.00597489	0	0.0104033	0	0.00279372	0	0.0163465	0	0	0	0.00126817	0	0.0283791	0	0.00147965	0	0.0719311	0	0.0101159	0	0.12844	1	0.000834606	0	0.082206	0	0.0681276	0	0.0520407	0	0.357645	1	0.128323	1	0.00109795	0
0.0216693	0.00492129	0	0.0757395	0	0.00575631	1	0.00868562	0	0.00272218	0	0.0184893	0	0	0	0.00134468	0	0.034953	0	0.00139733	0	0.0775069	0	0.0148283	0	0.119759	1	0.000789458	0	0.0917957	0	0.0502766	0	0.0430823	0	0.347841	1	0.111829	0	0.00122213	0
0.0221027	0.00344743	0	0.0647416	0	0.00488283	0	0.00767161	0	0.00267092	0	0.0268693	0	0	0	0.00142936	0	0.0375316	1	0.0013299	0	0.0854214	0	0.0225396	0	0.0921383	0	0.000748141	0	0.0974385	0	0.0387609	0	0.0365401	0	0.291916	0	0.10253	0	0.0014027	0
0.0225361	0.00272685	0	0.0534083	0	0.0037136	0	0.00709568	0	0.00263759	0	0.0565978	0	0	0	0.00152338	0	0.0364332	0	0.00127475	0	0.0945633	0	0.0330004	0	0.0627348	0	0.000710253	0	0.0976031	1	0.0326874	0	0.0315161	0	0.215793	0	0.103639	0	0.00166398	0
0.0229694	0.00228569	0	0.0429101	0	0.00260901	0	0.00678691	0	0.00262042	0	0.130034	0	0	0	0.00162817	0	0.0358131	0	0.00123016	0	0.103613	0	0.0417026	0	0.0406192	0	0.000675441	0	0.0922562	0	0.032342	0	0.0275247	0	0.144693	0	0.113923	0	0.00203775	0
0.0234028	0.00199024	0	0.0338505	0	0.0017953	0	0.00664877	0	0.00261814	0	0.161596	1	0	0	0.00174541	0	0.0402668	0	0.00119537	0	0.111637	0	0.0402559	1	0.0266841	0	0.0006434	0	0.0828869	0	0.0396426	0	0.0242947	0	0.0918151	0	0.12605	0	0.00255978	0
0.0238362	0.00178242	0	0.0264262	0	0.0013534	0	0.00663255	0	0.00262987	0	0.144772	0	0	0	0.00187717	0	0.0524764	0	0.00117126	0	0.119395	1	0.0302861	0	0.0183683	0	0.000613862	0	0.0715411	0	0.0553986	0	0.0216493	0	0.0589998	0	0.127975	1	0.00325718	0
0.0242696	0.0016315	0	0.0205726	0	0.00129383	0	0.00671649	0	0.00265509	0	0.160684	0	0	0	0.00202599	0	0.072691	0	0.00116218	0	0.121213	1	0.0201768	0	0.013258	0	0.000586593	0	0.0599244	0	0.0692152	0	0.0194607	0	0.041617	0	0.111326	1	0.00411064	0
0.024703	0.00151981	0	0.0160856	0	0.00165512	0	0.0068933	0	0.00269354	0	0.167224	1	0	0	0.00219497	0	0.0989049	0	0.00118	0	0.103958	0	0.0130984	0	0.00997886	0	0.000561385	0	0.0491229	0	0.0596706	1	0.0176338	0	0.0338784	0	0.0827001	0	0.00497422	0
0.0251364	0.00143658	0	0.0127128	0	0.00256083	0	0.007164	0	0.00274524	0	0.139585	0	0	0	0.00238799	0	0.126546	0	0.0012515	0	0.0865881	0	0.00884111	0	0.00782408	0	0.000538057	0	0.0397024	0	0.0393372	0	0.0160972	0	0.0318724	0	0.055446	0	0.00553753	0
0.0255698	0.00137492	0	0.0102084	0	0.00419496	0	0.0075355	0	0.00281049	0	0.0955942	0	0	0	0.00260993	0	0.147713	0	0.00142928	0	0.0727918	0	0.00643799	0	0.00638076	0	0.000516447	0	0.0318757	0	0.0251834	0	0.0147972	0	0.0342823	0	0.0364092	0	0.0056017	1
0.0260031	0.00133026	0	0.00835981	0	0.00668703	0	0.00802036	0	0.00288983	0	0.0576061	0	0	0	0.00286698	0	0.153103	1	0.00180347	0	0.0620004	0	0.00505442	0	0.00538252	0	0.000496413	0	0.0256299	0	0.0182035	0	0.0136927	0	0.0423938	0	0.025812	0	0.00555084	0
0.0264365	0.00129952	0	0.00699445	0	0.00994262	0	0.00863788	0	0.00298407	0	0.0343819	0	0	0	0.00316713	0	0.139759	0	0.00250614	0	0.0548768	0	0.00419202	0	0.00466054	0	0.000477829	0	0.0208145	0	0.0154177	0	0.0127525	0	0.0616217	0	0.0210012	0	0.00644691	0
0.0268699	0.00128057	0	0.00597857	0	0.0135108	0	0.00941648	0	0.0030943	0	0.0234408	0	0	0	0.00352081	0	0.114484	0	0.00369587	0	0.0522836	0	0.00360796	0	0.00411372	0	0.000460582	0	0.0172077	0	0.0147763	0	0.0119524	0	0.10595	0	0.0194178	0	0.00999449	0
0.0273033	0.00127198	0	0.00521194	0	0.0165957	0	0.0103976	0	0.00322197	0	0.0181882	1	0	0	0.003942	0	0.0864328	0	0.00551055	0	0.0540824	0	0.00319027	0	0.00368366	0	0.000444573	0	0.014567	0	0.0158807	0	0.011274	0	0.19516	0	0.0196306	0	0.0183573	0
0.0277367	0.00127279	0	0.00462178	0	0.0182768	0	0.011642	0	0.00336886	0	0.0146307	0	0	0	0.00444998	0	0.0615443	0	0.00798952	0	0.0582014	0	0.00288253	0	0.00333636	0	0.000429713	0	0.0126653	0	0.020941	0	0.0107031	0	0.315622	0	0.0210848	0	0.0328886	0
0.0281701	0.00128245	0	0.00415684	0	0.0179512	1	0.0132374	0	0.00353722	0	0.0122604	0	0	0	0.00507265	0	0.0423635	0	0.0109902	0	0.0609593	0	0.00265221	0	0.00305095	0	0.000415925	0	0.0113112	0	0.0399041	0	0.0102297	0	0.342026	1	0.0236168	0	0.0517947	0
0.0286035	0.0013007	0	0.00378196	0	0.015756	0	0.0153091	0	0.00372983	0	0.0112778	0	0	0	0.00585255	0	0.0291179	0	0.0141453	0	0.0590556	1	0.00247874	0	0.00281363	0	0.000403137	0	0.0103568	0	0.0821969	0	0.00984674	0	0.250912	0	0.02717	0	0.0687758	0
0.0290369	0.00132758	0	0.00347347	0	0.0124616	0	0.0180298	0	0.0039501	0	0.0117983	0	0	0	0.00685864	0	0.020742	0	0.0169064	0	0.0518198	0	0.00234846	0	0.00261468	0	0.000391288	0	0.00969536	0	0.0955225	1	0.00955019	0	0.167992	1	0.0317028	0	0.0752136	1
0.0294702	0.0013634	0	0.00321559	0	0.00898526	0	0.0216288	0	0.00420226	0	0.0140915	0	0	0	0.00820981	0	0.0157597	0	0.0186854	0	0.0415631	1	0.00225209	0	0.0024469	0	0.000380325	0	0.00925528	0	0.0550117	0	0.009339	0	0.116451	0	0.0372122	0	0.0669743	0
0.0299036	0.00140876	0	0.00299775	0	0.00601777	0	0.0263985	0	0.00449153	0	0.0188582	0	0	0	0.0101256	0	0.0128673	0	0.0190581	1	0.03171	0	0.00218321	0	0.00230484	0	0.000370198	0	0.00899128	0	0.0321576	0	0.00921522	0	0.0823643	0	0.0438305	0	0.049049	0
0.030337	0.00146461	0	0.00281277	0	0.00387676	0	0.0326981	0	0.00482445	0	0.0270898	0	0	0	0.0130313	0	0.0111589	0	0.0179441	0	0.0246059	0	0.00213737	0	0.00218426	0	0.000360868	0	0.00887722	0	0.0285564	0	0.00918465	0	0.0569443	0	0.0519575	0	0.0300237	0
0.0307704	0.00153229	0	0.00265567	0	0.00254942	0	0.0409461	0	0.00520919	0	0.0394918	0	0	0	0.0177252	0	0.0101032	0	0.0156448	0	0.020738	0	0.00211153	0	0.00208188	0	0.000352296	0	0.00890042	0	0.0316986	0	0.00925829	0	0.0385347	0	0.0623611	0	0.0156839	0
0.0312038	0.00161367	0	0.00252294	0	0.00184157	0	0.0515658	0	0.00565611	0	0.055683	0	0	0	0.025479	0	0.00942318	0	0.0127101	0	0.0194237	0	0.00210363	0	0.00199509	0	0.000344454	0	0.00905833	0	0.0375227	0	0.009456	0	0.0265748	0	0.0761231	0	0.00732874	0
0.0316372	0.00171131	0	0.00241211	0	0.00152554	0	0.0647857	0	0.00617845	0	0.0735403	0	0	0	0.0377121	0	0.00898402	0	0.00973084	0	0.0198648	0	0.00211241	0	0.00192184	0	0.000337315	0	0.00935728	0	0.0460215	1	0.00981623	0	0.0196504	0	0.094229	1	0.00339843	0
0.0320706	0.00182877	0	0.00232151	0	0.001424	0	0.0801845	0	0.00679333	0	0.0890722	0	0	0	0.0548811	0	0.0087203	0	0.00716555	0	0.0217452	0	0.00213726	0	0.0018605	0	0.00033086	0	0.00981357	0	0.0590517	0	0.0104202	0	0.0160117	0	0.116455	0	0.00182212	0
0.0325039	0.00197099	0	0.00225019	0	0.00142892	0	0.0961747	0	0.0075232	0	0.0977114	1	0	0	0.0747943	0	0.00859881	0	0.00525562	0	0.0253015	0	0.00217808	0	0.00180979	0	0.000325071	0	0.0104568	0	0.0782813	0	0.0114451	0	0.0142368	0	0.138347	0	0.00121953	0
0.0329373	0.00214506	0	0.00219785	0	0.00148615	0	0.110296	0	0.00839811	0	0.0983263	0	0	0	0.0912253	0	0.00860254	0	0.00403801	0	0.0310546	0	0.00223529	0	0.00176868	0	0.000319939	0	0.0113353	0	0.103036	0	0.0132622	0	0.0134445	0	0.149488	1	0.000953277	0
0.0333707	0.00236132	0	0.00216496	0	0.00157313	0	0.12068	1	0.00945951	0	0.0958238	0	0	0	0.0958588	1	0.00872485	0	0.00342012	0	0.0393258	0	0.00230981	0	0.00173641	0	0.000315457	0	0.0125242	0	0.129634	0	0.0165753	0	0.0131938	0	0.14729	0	0.000798018	0
0.0338041	0.00263538	0	0.0021529	0	0.00168255	0	0.126277	0	0.0107676	0	0.0979519	0	0	0	0.086849	1	0.00896843	0	0.00326708	0	0.049694	0	0.00240306	0	0.00171239	0	0.000311624	0	0.014135	0	0.151997	0	0.022539	0	0.013308	0	0.137234	1	0.000687022	0
0.0342375	0.00299169	0	0.00216446	0	0.00181367	0	0.124568	0	0.0124159	0	0.11027	0	0	0	0.0709439	0	0.00934696	0	0.00346629	0	0.0606377	0	0.00251705	0	0.0016962	0	0.000308445	0	0.0163262	0	0.163378	0	0.0327111	0	0.0137491	0	0.124294	0	0.000600566	0
0.0346709	0.0034706	0	0.00220516	0	0.00196851	0	0.112706	1	0.0145611	0	0.127382	0	0	0	0.0555767	0	0.0098891	0	0.00395811	0	0.0699304	1	0.0026545	0	0.0016876	0	0.000305928	0	0.0193121	1	0.159433	1	0.0486588	0	0.0145608	0	0.113883	0	0.000530947	0
0.0351043	0.00414498	0	0.00228707	0	0.00215074	0	0.0932225	0	0.0174756	0	0.132301	1	0	0	0.0443098	0	0.0106451	0	0.00473957	0	0.0768657	0	0.00281893	0	0.0016865	0	0.000304089	0	0.0233604	0	0.141072	0	0.0711497	0	0.0158583	0	0.106926	0	0.000473841	0
0.0355376	0.00517538	0	0.00243851	0	0.00236539	0	0.0723389	0	0.0216255	0	0.119649	0	0	0	0.0372464	0	0.0116964	0	0.00585261	0	0.0832883	0	0.00301499	0	0.00169296	0	0.000302951	0	0.0287681	0	0.113719	0	0.0991132	0	0.0178421	0	0.0923996	1	0.000426325	0
0.035971	0.00699666	0	0.00272449	0	0.00261917	0	0.0542249	0	0.0277526	0	0.0948718	1	0	0	0.0330103	0	0.0131678	0	0.00736528	0	0.0910434	0	0.00324891	0	0.00170725	0	0.000302542	0	0.0358143	0	0.0840182	0	0.128704	0	0.0208175	0	0.0681298	0	0.000386301	0
